price_level,level_type,timeframe,created_at,source,anchor_time,completion_time,direction,period,support_touches,resistance_touches
96964.025,Fib_0.50_daily,daily,2025-01-09,fibonacci,2025-01-07,2025-01-09,high_to_low,,0,1
96985.0,VP_val,daily,,volume_profile,,,,2025-02-09,0,1
97109.0,VP_vah,daily,,volume_profile,,,,2025-02-05,0,1
97113.11,Fib_0.50_daily,daily,2025-02-12,fibonacci,2025-02-07,2025-02-12,high_to_low,,0,1
97194.0,VP_val,daily,,volume_profile,,,,2025-01-14,0,1
97203.0,VP_vah,daily,,volume_profile,,,,2025-01-07,0,1
97208.0,VP_poc,daily,,volume_profile,,,,2025-02-20,0,1
97220.0,VP_vah,daily,,volume_profile,,,,2025-02-02,0,1
97243.0,VP_val,daily,,volume_profile,,,,2025-05-02,0,1
97316.0,VP_val,daily,,volume_profile,,,,2025-05-07,0,1
97359.0,VP_poc,daily,,volume_profile,,,,2025-02-10,0,1
97367.0,VP_val,daily,,volume_profile,,,,2025-05-01,0,1
97380.8725,Fib_0.75_daily,daily,2025-02-12,fibonacci,2025-02-11,2025-02-12,high_to_low,,0,1
97389.0,VP_val,daily,,volume_profile,,,,2025-02-16,0,1
97395.0,VP_vah,daily,,volume_profile,,,,2025-01-15,0,1
97425.495,Fib_0.50_daily,daily,2025-02-09,fibonacci,2025-02-07,2025-02-09,high_to_low,,0,2
97430.82,HTF_Level_daily,daily,2025-02-11,htf,,,,,0,2
97437.0,VP_vah,daily,,volume_profile,,,,2025-02-15,0,2
97466.5225,Fib_0.75_daily,daily,2025-02-18,fibonacci,2025-02-14,2025-02-18,high_to_low,,0,2
97500.02784,Fib_0.639_daily,daily,2025-05-12,fibonacci,2025-04-28,2025-05-12,low_to_high,,0,2
97537.065,Fib_0.25_daily,daily,2025-02-11,fibonacci,2025-02-09,2025-02-11,low_to_high,,0,2
97545.82,Fib_0.50_daily,daily,2025-05-22,fibonacci,2025-04-16,2025-05-22,low_to_high,,0,2
97555.0,VP_poc,daily,,volume_profile,,,,2025-02-15,0,2
97568.0,VP_val,daily,,volume_profile,,,,2025-02-14,0,2
97569.67,HTF_Level_daily,daily,2025-02-16,htf,,,,,0,2
97595.0075,Fib_0.75_daily,daily,2025-05-22,fibonacci,2025-04-28,2025-05-22,low_to_high,,0,2
97638.0,VP_poc,daily,,volume_profile,,,,2025-02-07,0,2
97641.5575,Fib_0.25_daily,daily,2025-02-14,fibonacci,2025-02-12,2025-02-14,low_to_high,,0,1
97650.0,VP_val,daily,,volume_profile,,,,2025-01-02,0,1
97681.498,Fib_0.639_daily,daily,2025-03-11,fibonacci,2025-01-20,2025-03-11,high_to_low,,0,1
97700.59,HTF_Level_daily,daily,2025-02-03,htf,,,,,0,1
97701.2761,Fib_0.639_daily,daily,2025-02-18,fibonacci,2025-02-07,2025-02-18,high_to_low,,0,1
97728.0,VP_val,daily,,volume_profile,,,,2025-02-15,0,1
97763.0,VP_vah,daily,,volume_profile,,,,2025-01-04,0,1
97768.0,VP_vah,daily,,volume_profile,,,,2025-01-05,0,1
97777.77,Fractal_Low,daily,2025-01-27,fractal,,,,,1,1
97783.0,VP_val,daily,,volume_profile,,,,2025-02-03,0,1
97862.54391,Fib_0.639_daily,daily,2025-01-13,fibonacci,2025-01-07,2025-01-13,high_to_low,,0,2
97866.0,VP_vah,daily,,volume_profile,,,,2025-02-04,0,2
97868.72445,Fib_0.639_daily,daily,2025-05-12,fibonacci,2025-05-06,2025-05-12,low_to_high,,0,2
97870.0,HTF_Level_daily,daily,2025-02-13,htf,,,,,0,2
97872.0,VP_val,daily,,volume_profile,,,,2025-02-10,0,2
97895.68,Fractal_High,daily,2025-05-02,fractal,,,,,0,2
97910.0,VP_poc,daily,,volume_profile,,,,2025-01-04,0,2
97911.2425,Fib_0.25_daily,daily,2025-02-07,fibonacci,2025-02-03,2025-02-07,low_to_high,,0,2
97942.0,VP_poc,daily,,volume_profile,,,,2025-02-05,0,2
97953.2725,Fib_0.25_daily,daily,2025-02-21,fibonacci,2025-02-18,2025-02-21,low_to_high,,0,2
97954.02664,Fib_0.639_daily,daily,2025-02-12,fibonacci,2025-02-07,2025-02-12,high_to_low,,0,2
97964.76,Fib_0.50_daily,daily,2025-05-22,fibonacci,2025-04-20,2025-05-22,low_to_high,,0,2
97991.5875,Fib_0.25_daily,daily,2025-05-12,fibonacci,2025-04-07,2025-05-12,low_to_high,,0,2
97997.0,VP_val,daily,,volume_profile,,,,2025-02-20,0,2
98008.0,VP_poc,daily,,volume_profile,,,,2025-02-11,0,2
98015.0,VP_val,daily,,volume_profile,,,,2025-02-06,0,2
98027.75,Fib_0.75_daily,daily,2025-05-22,fibonacci,2025-05-06,2025-05-22,low_to_high,,0,2
98085.0,VP_vah,daily,,volume_profile,,,,2025-05-08,0,2
98130.0,VP_val,daily,,volume_profile,,,,2025-01-03,0,2
98179.56861,Fib_0.639_daily,daily,2025-02-09,fibonacci,2025-02-07,2025-02-09,high_to_low,,0,2
98200.0,Fractal_Low,daily,2025-06-22,fractal,,,,,0,2
98217.0,VP_poc,daily,,volume_profile,,,,2025-01-05,0,2
98241.0,VP_poc,daily,,volume_profile,,,,2025-02-21,0,2
98278.05772,Fib_0.639_daily,daily,2025-02-28,fibonacci,2025-01-20,2025-02-28,high_to_low,,0,2
98305.0,VP_val,daily,,volume_profile,,,,2025-01-04,0,2
98305.01,HTF_Level_daily,daily,2025-02-21,htf,,,,,0,2
98450.515,Fib_0.75_daily,daily,2025-02-18,fibonacci,2025-02-07,2025-02-18,high_to_low,,0,2
98470.08,Fib_0.75_daily,daily,2025-04-07,fibonacci,2025-01-30,2025-04-07,high_to_low,,0,2
98478.0,VP_val,daily,,volume_profile,,,,2025-02-11,0,2
98478.42,Fractal_High,daily,2025-02-11,fractal,,,,,0,2
98522.0,VP_val,daily,,volume_profile,,,,2025-01-05,0,2
98550.0,VP_val,daily,,volume_profile,,,,2025-02-05,0,2
98565.40369,Fib_0.639_daily,daily,2025-01-09,fibonacci,2025-01-07,2025-01-09,high_to_low,,0,2
98625.55,Fib_0.75_daily,daily,2025-02-12,fibonacci,2025-02-07,2025-02-12,high_to_low,,0,2
98700.0,VP_vah,daily,,volume_profile,,,,2025-01-27,0,2
98781.0,VP_vah,daily,,volume_profile,,,,2025-01-16,1,2
98781.7425,Fib_0.75_daily,daily,2025-02-09,fibonacci,2025-02-07,2025-02-09,high_to_low,,1,2
98805.0,VP_val,daily,,volume_profile,,,,2025-02-07,1,2
98826.0,Fractal_High,daily,2025-02-14,fractal,,,,,1,2
98844.22,Fib_0.50_daily,daily,2025-02-03,fibonacci,2025-01-30,2025-02-03,high_to_low,,1,2
98967.0,Fib_0.75_daily,daily,2025-04-07,fibonacci,2025-01-24,2025-04-07,high_to_low,,1,2
98976.91,Fractal_High,daily,2025-01-03,fractal,,,,,1,3
98994.58,Fib_0.75_daily,daily,2025-03-11,fibonacci,2025-01-30,2025-03-11,high_to_low,,1,2
99028.0,VP_poc,daily,,volume_profile,,,,2025-02-04,1,2
99175.0,VP_poc,daily,,volume_profile,,,,2025-01-27,2,0
99175.5,Fib_0.50_daily,daily,2025-02-03,fibonacci,2025-01-24,2025-02-03,high_to_low,,2,0
99309.73,Fib_0.50_daily,daily,2025-05-12,fibonacci,2025-04-28,2025-05-12,low_to_high,,2,0
99316.0,VP_poc,daily,,volume_profile,,,,2025-05-08,2,0
99353.0,VP_poc,daily,,volume_profile,,,,2025-02-02,2,0
99357.4575,Fib_0.75_daily,daily,2025-01-13,fibonacci,2025-01-07,2025-01-13,high_to_low,,2,1
99372.0,VP_vah,daily,,volume_profile,,,,2025-01-06,2,1
99380.0,VP_val,daily,,volume_profile,,,,2025-02-21,2,1
99407.71,Fib_0.75_daily,daily,2025-02-28,fibonacci,2025-01-30,2025-02-28,high_to_low,,2,1
99422.345,Fib_0.50_daily,daily,2025-01-20,fibonacci,2025-01-13,2025-01-20,low_to_high,,2,1
99475.0,Fractal_High,daily,2025-02-21,fractal,,,,,2,1
99476.0,VP_poc,daily,,volume_profile,,,,2025-01-15,2,1
99491.5,Fib_0.75_daily,daily,2025-03-11,fibonacci,2025-01-24,2025-03-11,high_to_low,,2,1
99550.0,Fractal_Low,daily,2025-01-20,fractal,,,,,2,0
99598.225,Fib_0.50_daily,daily,2025-05-12,fibonacci,2025-05-06,2025-05-12,low_to_high,,1,0
99613.0,VP_vah,daily,,volume_profile,,,,2025-06-22,1,0
99723.98639,Fib_0.639_daily,daily,2025-05-22,fibonacci,2025-04-28,2025-05-22,low_to_high,,2,0
99815.0,VP_poc,daily,,volume_profile,,,,2025-01-16,2,0
99844.2025,Fib_0.75_daily,daily,2025-01-09,fibonacci,2025-01-07,2025-01-09,high_to_low,,2,1
99904.63,Fib_0.75_daily,daily,2025-02-28,fibonacci,2025-01-24,2025-02-28,high_to_low,,2,1
99947.6875,Fib_0.75_daily,daily,2025-01-30,fibonacci,2025-01-27,2025-01-30,low_to_high,,2,1
99950.0,VP_val,daily,,volume_profile,,,,2025-02-04,2,1
99982.0,VP_vah,daily,,volume_profile,,,,2025-06-23,2,1
99987.3,HTF_Level_daily,daily,2025-01-17,htf,,,,,2,1
100092.683,Fib_0.639_daily,daily,2025-05-22,fibonacci,2025-05-06,2025-05-22,low_to_high,,2,0
100113.3275,Fib_0.25_daily,daily,2025-01-27,fibonacci,2025-01-24,2025-01-27,high_to_low,,2,0
100137.99,Fractal_High,daily,2025-02-07,fractal,,,,,1,1
100142.4975,Fib_0.25_daily,daily,2025-05-12,fibonacci,2025-04-16,2025-05-12,low_to_high,,1,0
100157.0,VP_val,daily,,volume_profile,,,,2025-01-16,0,0
100278.0,VP_val,daily,,volume_profile,,,,2025-02-02,1,0
100281.1625,Fib_0.25_daily,daily,2025-06-22,fibonacci,2025-06-20,2025-06-22,high_to_low,,1,0
100351.9675,Fib_0.25_daily,daily,2025-05-12,fibonacci,2025-04-20,2025-05-12,low_to_high,,1,0
100372.26,Fractal_Low,daily,2025-06-05,fractal,,,,,1,0
100409.5,Fib_0.50_daily,daily,2025-02-03,fibonacci,2025-01-20,2025-02-03,high_to_low,,0,1
100497.35,HTF_Level_daily,daily,2025-01-16,htf,,,,,0,2
100682.0,VP_val,daily,,volume_profile,,,,2025-01-15,1,1
100718.1125,Fib_0.75_daily,daily,2025-06-26,fibonacci,2025-06-22,2025-06-26,low_to_high,,1,1
100718.37,Fractal_Low,daily,2025-05-12,fractal,,,,,1,1
100730.3275,Fib_0.25_daily,daily,2025-01-27,fibonacci,2025-01-20,2025-01-27,high_to_low,,2,1
100818.0,Fib_0.75_daily,daily,2025-04-07,fibonacci,2025-01-20,2025-04-07,high_to_low,,1,1
100888.095,Fib_0.25_daily,daily,2025-06-22,fibonacci,2025-06-16,2025-06-22,high_to_low,,1,1
100911.13087,Fib_0.639_daily,daily,2025-01-30,fibonacci,2025-01-27,2025-01-30,low_to_high,,1,1
100960.69516,Fib_0.639_daily,daily,2025-02-03,fibonacci,2025-01-30,2025-02-03,high_to_low,,0,1
100963.87,HTF_Level_daily,daily,2025-06-23,htf,,,,,0,1
101086.0,VP_vah,daily,,volume_profile,,,,2025-01-21,0,1
101219.0,VP_vah,daily,,volume_profile,,,,2025-02-01,0,1
101282.5425,Fib_0.25_daily,daily,2025-06-22,fibonacci,2025-06-09,2025-06-22,high_to_low,,0,1
101301.0,VP_poc,daily,,volume_profile,,,,2025-06-23,0,1
101328.51,HTF_Level_daily,daily,2025-02-04,htf,,,,,0,1
101329.5,Fib_0.25_daily,daily,2025-06-22,fibonacci,2025-05-27,2025-06-22,high_to_low,,0,1
101331.57,HTF_Level_daily,daily,2025-01-20,htf,,,,,0,2
101335.52,HTF_Level_daily,daily,2025-01-29,htf,,,,,0,2
101342.5,Fib_0.75_daily,daily,2025-03-11,fibonacci,2025-01-20,2025-03-11,high_to_low,,0,2
101383.07,Fractal_Low,daily,2025-05-15,fractal,,,,,0,2
101384.071,Fib_0.639_daily,daily,2025-02-03,fibonacci,2025-01-24,2025-02-03,high_to_low,,0,2
101442.5,Fib_0.75_daily,daily,2025-01-24,fibonacci,2025-01-20,2025-01-24,low_to_high,,0,2
101445.0,VP_val,daily,,volume_profile,,,,2025-01-27,0,2
101461.0,VP_vah,daily,,volume_profile,,,,2025-01-29,0,2
101508.69,HTF_Level_daily,daily,2025-06-06,htf,,,,,0,2
101645.0,Fib_0.25_daily,daily,2025-06-22,fibonacci,2025-05-22,2025-06-22,high_to_low,,1,2
101685.0,VP_poc,daily,,volume_profile,,,,2025-01-07,1,2
101691.0,VP_vah,daily,,volume_profile,,,,2025-06-05,1,2
101707.0,VP_val,daily,,volume_profile,,,,2025-05-08,1,2
101755.63,Fib_0.75_daily,daily,2025-02-28,fibonacci,2025-01-20,2025-02-28,high_to_low,,1,2
101815.0,VP_vah,daily,,volume_profile,,,,2025-01-28,1,2
101836.15445,Fib_0.639_daily,daily,2025-06-26,fibonacci,2025-06-22,2025-06-26,low_to_high,,1,2
101950.0,VP_poc,daily,,volume_profile,,,,2025-01-06,1,1
101963.0,VP_vah,daily,,volume_profile,,,,2025-01-17,1,1
101977.8625,Fib_0.25_daily,daily,2025-06-05,fibonacci,2025-06-03,2025-06-05,high_to_low,,1,1
101990.0,VP_vah,daily,,volume_profile,,,,2025-01-23,1,1
102000.0,Fractal_Low,daily,2025-05-19,fractal,,,,,1,1
102009.0,VP_poc,daily,,volume_profile,,,,2025-02-01,1,1
102072.0,VP_val,daily,,volume_profile,,,,2025-01-07,1,1
102072.0,VP_poc,daily,,volume_profile,,,,2025-01-21,1,1
102117.605,Fib_0.50_daily,daily,2025-01-30,fibonacci,2025-01-27,2025-01-30,low_to_high,,1,1
102126.0,VP_vah,daily,,volume_profile,,,,2025-05-19,1,1
102204.0,VP_vah,daily,,volume_profile,,,,2025-06-21,1,1
102235.6,HTF_Level_daily,daily,2025-01-07,htf,,,,,1,2
102263.0,VP_vah,daily,,volume_profile,,,,2025-05-15,1,2
102282.77,Fib_0.639_daily,daily,2025-01-24,fibonacci,2025-01-20,2025-01-24,low_to_high,,1,2
102304.0,VP_poc,daily,,volume_profile,,,,2025-01-29,1,1
102345.0,VP_vah,daily,,volume_profile,,,,2025-06-20,1,0
102362.325,Fib_0.50_daily,daily,2025-06-22,fibonacci,2025-06-20,2025-06-22,high_to_low,,1,0
102390.005,Fib_0.50_daily,daily,2025-05-22,fibonacci,2025-04-28,2025-05-22,low_to_high,,1,0
102448.885,Fib_0.50_daily,daily,2025-01-27,fibonacci,2025-01-24,2025-01-27,high_to_low,,0,1
102480.0,VP_val,daily,,volume_profile,,,,2025-01-06,0,1
102492.165,Fib_0.25_daily,daily,2025-05-15,fibonacci,2025-05-12,2025-05-15,high_to_low,,0,1
102564.59,Fib_0.25_daily,daily,2025-05-12,fibonacci,2025-04-28,2025-05-12,low_to_high,,0,1
102575.0,VP_val,daily,,volume_profile,,,,2025-02-01,0,1
102586.0,VP_vah,daily,,volume_profile,,,,2025-05-09,0,1
102612.0,Fib_0.25_daily,daily,2025-05-22,fibonacci,2025-04-07,2025-05-22,low_to_high,,0,1
102632.0,VP_vah,daily,,volume_profile,,,,2025-01-20,0,1
102643.0,VP_poc,daily,,volume_profile,,,,2025-01-23,0,1
102650.83,Fib_0.75_daily,daily,2025-02-03,fibonacci,2025-01-30,2025-02-03,high_to_low,,0,1
102664.31,Fractal_Low,daily,2025-06-13,fractal,,,,,0,1
102678.5,Fib_0.50_daily,daily,2025-05-22,fibonacci,2025-05-06,2025-05-22,low_to_high,,0,1
102693.0,VP_poc,daily,,volume_profile,,,,2025-06-22,0,1
102708.8375,Fib_0.25_daily,daily,2025-05-12,fibonacci,2025-05-06,2025-05-12,low_to_high,,0,1
102724.38,Fractal_High,daily,2025-01-07,fractal,,,,,0,2
102725.0,VP_vah,daily,,volume_profile,,,,2025-05-13,0,2
102791.32,HTF_Level_daily,daily,2025-05-13,htf,,,,,0,2
102813.0,VP_poc,daily,,volume_profile,,,,2025-01-28,0,2
102833.0,VP_vah,daily,,volume_profile,,,,2025-01-31,0,2
102844.0,VP_vah,daily,,volume_profile,,,,2025-01-19,0,2
102872.0,VP_vah,daily,,volume_profile,,,,2025-05-12,0,2
102901.0,VP_vah,daily,,volume_profile,,,,2025-05-17,0,1
102911.7375,Fib_0.75_daily,daily,2025-06-09,fibonacci,2025-06-05,2025-06-09,low_to_high,,0,1
102929.0,VP_poc,daily,,volume_profile,,,,2025-05-09,0,1
102958.695,Fib_0.25_daily,daily,2025-06-05,fibonacci,2025-05-27,2025-06-05,high_to_low,,0,1
102961.123,Fib_0.639_daily,daily,2025-02-03,fibonacci,2025-01-20,2025-02-03,high_to_low,,0,1
102971.99,HTF_Level_daily,daily,2025-05-10,htf,,,,,0,1
103000.0,VP_poc,daily,,volume_profile,,,,2025-05-19,0,1
103005.0,VP_val,daily,,volume_profile,,,,2025-06-22,0,1
103038.0,VP_vah,daily,,volume_profile,,,,2025-05-10,0,1
103068.55,Fractal_Low,daily,2025-05-31,fractal,,,,,1,1
103126.0,VP_val,daily,,volume_profile,,,,2025-01-28,1,1
103126.65,HTF_Level_daily,daily,2025-05-18,htf,,,,,1,1
103147.75,Fib_0.75_daily,daily,2025-02-03,fibonacci,2025-01-24,2025-02-03,high_to_low,,1,1
103174.0,VP_poc,daily,,volume_profile,,,,2025-05-17,1,1
103228.0,VP_vah,daily,,volume_profile,,,,2025-01-26,1,1
103236.225,Fib_0.50_daily,daily,2025-06-26,fibonacci,2025-06-22,2025-06-26,low_to_high,,1,1
103251.0,VP_vah,daily,,volume_profile,,,,2025-01-18,1,1
103261.61,HTF_Level_daily,daily,2025-05-09,htf,,,,,1,1
103269.0,VP_vah,daily,,volume_profile,,,,2025-06-06,1,1
103270.0,VP_vah,daily,,volume_profile,,,,2025-05-31,1,1
103274.195,Fib_0.25_daily,daily,2025-06-05,fibonacci,2025-05-22,2025-06-05,high_to_low,,1,1
103300.0,VP_val,daily,,volume_profile,,,,2025-06-23,1,1
103335.0,Fib_0.50_daily,daily,2025-01-24,fibonacci,2025-01-20,2025-01-24,low_to_high,,1,1
103358.0,VP_vah,daily,,volume_profile,,,,2025-05-14,0,1
103370.0,VP_val,daily,,volume_profile,,,,2025-05-09,0,1
103371.02,Fractal_Low,daily,2025-06-17,fractal,,,,,0,1
103375.0,VP_val,daily,,volume_profile,,,,2025-01-29,0,1
103427.0,VP_val,daily,,volume_profile,,,,2025-05-17,0,1
103458.0,VP_poc,daily,,volume_profile,,,,2025-06-21,0,1
103497.0,VP_vah,daily,,volume_profile,,,,2025-05-16,0,1
103500.0,VP_vah,daily,,volume_profile,,,,2025-06-17,0,1
103507.83,HTF_Level_daily,daily,2025-05-15,htf,,,,,0,1
103519.45135,Fib_0.639_daily,daily,2025-06-22,fibonacci,2025-06-20,2025-06-22,high_to_low,,0,1
103520.0,VP_poc,daily,,volume_profile,,,,2025-05-31,0,1
103533.7775,Fib_0.75_daily,daily,2025-05-22,fibonacci,2025-05-12,2025-05-22,low_to_high,,0,1
103576.19,Fib_0.50_daily,daily,2025-06-22,fibonacci,2025-06-16,2025-06-22,high_to_low,,0,1
103583.465,Fib_0.50_daily,daily,2025-06-05,fibonacci,2025-06-03,2025-06-05,high_to_low,,0,1
103593.0,VP_poc,daily,,volume_profile,,,,2025-05-10,0,1
103601.26,Fib_0.50_daily,daily,2025-05-15,fibonacci,2025-05-12,2025-05-15,high_to_low,,0,1
103655.0,VP_poc,daily,,volume_profile,,,,2025-05-15,0,1
103663.0,VP_vah,daily,,volume_profile,,,,2025-01-22,0,1
103682.885,Fib_0.50_daily,daily,2025-01-27,fibonacci,2025-01-20,2025-01-27,high_to_low,,0,2
103706.66,HTF_Level_daily,daily,2025-01-23,htf,,,,,0,3
103747.45497,Fib_0.639_daily,daily,2025-01-27,fibonacci,2025-01-24,2025-01-27,high_to_low,,0,3
103763.71,HTF_Level_daily,daily,2025-05-16,htf,,,,,0,3
103764.0,VP_poc,daily,,volume_profile,,,,2025-05-14,0,3
103776.0,VP_vah,daily,,volume_profile,,,,2025-05-11,0,3
103798.0,VP_vah,daily,,volume_profile,,,,2025-06-13,0,3
103800.0,VP_vah,daily,,volume_profile,,,,2025-05-18,0,3
103845.0,VP_vah,daily,,volume_profile,,,,2025-06-01,0,2
103869.0,VP_poc,daily,,volume_profile,,,,2025-05-13,0,2
103900.0,VP_poc,daily,,volume_profile,,,,2025-05-18,0,2
103905.0,VP_vah,daily,,volume_profile,,,,2025-06-02,0,2
103946.0,VP_val,daily,,volume_profile,,,,2025-06-21,0,2
103947.0,VP_val,daily,,volume_profile,,,,2025-05-10,0,2
103952.0,VP_poc,daily,,volume_profile,,,,2025-05-11,0,2
103981.0,VP_val,daily,,volume_profile,,,,2025-05-15,0,2
103985.47,HTF_Level_daily,daily,2025-05-31,htf,,,,,0,2
103988.0,VP_poc,daily,,volume_profile,,,,2025-05-16,0,2
104000.08,Fib_0.75_daily,daily,2025-06-03,fibonacci,2025-05-31,2025-06-03,low_to_high,,0,2
104032.3025,Fib_0.75_daily,daily,2025-05-22,fibonacci,2025-05-15,2025-05-22,low_to_high,,0,2
104039.26551,Fib_0.639_daily,daily,2025-06-09,fibonacci,2025-06-05,2025-06-09,low_to_high,,0,2
104057.0,VP_val,daily,,volume_profile,,,,2025-05-14,0,2
104071.0,VP_poc,daily,,volume_profile,,,,2025-01-22,0,2
104100.0,VP_val,daily,,volume_profile,,,,2025-05-16,0,2
104103.72,HTF_Level_daily,daily,2025-05-14,htf,,,,,0,2
104159.4275,Fib_0.75_daily,daily,2025-06-20,fibonacci,2025-06-17,2025-06-20,low_to_high,,0,1
104204.0,VP_poc,daily,,volume_profile,,,,2025-01-17,0,1
104206.0,VP_vah,daily,,volume_profile,,,,2025-06-18,0,1
104217.91682,Fib_0.639_daily,daily,2025-05-15,fibonacci,2025-05-12,2025-05-15,high_to_low,,0,1
104236.3275,Fib_0.75_daily,daily,2025-06-16,fibonacci,2025-06-13,2025-06-16,low_to_high,,0,1
104255.0,VP_poc,daily,,volume_profile,,,,2025-06-02,0,1
104287.5225,Fib_0.25_daily,daily,2025-01-30,fibonacci,2025-01-27,2025-01-30,low_to_high,,0,1
104291.0,VP_poc,daily,,volume_profile,,,,2025-01-18,0,1
104320.0,VP_poc,daily,,volume_profile,,,,2025-06-01,0,1
104360.0,VP_vah,daily,,volume_profile,,,,2025-06-14,0,1
104362.0,VP_vah,daily,,volume_profile,,,,2025-01-25,0,1
104365.085,Fib_0.50_daily,daily,2025-06-22,fibonacci,2025-06-09,2025-06-22,high_to_low,,0,1
104371.0,VP_vah,daily,,volume_profile,,,,2025-06-19,0,1
104375.0,VP_poc,daily,,volume_profile,,,,2025-05-12,0,1
104413.67932,Fib_0.639_daily,daily,2025-06-03,fibonacci,2025-05-31,2025-06-03,low_to_high,,0,1
104415.0,VP_poc,daily,,volume_profile,,,,2025-06-17,0,1
104443.4875,Fib_0.75_daily,daily,2025-06-22,fibonacci,2025-06-20,2025-06-22,high_to_low,,0,1
104445.0,VP_val,daily,,volume_profile,,,,2025-05-31,0,1
104459.0,Fib_0.50_daily,daily,2025-06-22,fibonacci,2025-05-27,2025-06-22,high_to_low,,0,1
104476.0,VP_poc,daily,,volume_profile,,,,2025-06-06,0,1
104476.17999,Fib_0.639_daily,daily,2025-06-05,fibonacci,2025-06-03,2025-06-05,high_to_low,,0,1
104495.0,Fib_0.75_daily,daily,2025-05-22,fibonacci,2025-05-19,2025-05-22,low_to_high,,0,1
104505.1725,Fib_0.25_daily,daily,2025-01-20,fibonacci,2025-01-13,2025-01-20,low_to_high,,0,2
104509.48043,Fib_0.639_daily,daily,2025-06-20,fibonacci,2025-06-17,2025-06-20,low_to_high,,0,2
104517.0,VP_val,daily,,volume_profile,,,,2025-05-11,0,2
104551.17,HTF_Level_daily,daily,2025-06-18,htf,,,,,0,2
104556.0,VP_val,daily,,volume_profile,,,,2025-01-18,0,2
104556.23,HTF_Level_daily,daily,2025-01-19,htf,,,,,0,3
104570.0,VP_poc,daily,,volume_profile,,,,2025-06-05,0,3
104585.0,VP_poc,daily,,volume_profile,,,,2025-06-20,0,3
104628.0,VP_vah,daily,,volume_profile,,,,2025-01-24,0,3
104629.0,VP_poc,daily,,volume_profile,,,,2025-01-25,0,3
104630.775,Fib_0.25_daily,daily,2025-06-13,fibonacci,2025-06-09,2025-06-13,high_to_low,,0,3
104696.0,VP_poc,daily,,volume_profile,,,,2025-01-31,0,2
104710.355,Fib_0.75_daily,daily,2025-05-15,fibonacci,2025-05-12,2025-05-15,high_to_low,,0,2
104722.94,HTF_Level_daily,daily,2025-01-31,htf,,,,,0,2
104730.0,VP_poc,daily,,volume_profile,,,,2025-06-19,0,2
104744.0,VP_vah,daily,,volume_profile,,,,2025-05-30,0,2
104762.91,Fib_0.25_daily,daily,2025-05-22,fibonacci,2025-04-16,2025-05-22,low_to_high,,0,2
104766.36,Fib_0.25_daily,daily,2025-06-17,fibonacci,2025-06-16,2025-06-17,high_to_low,,0,2
104783.81843,Fib_0.639_daily,daily,2025-05-22,fibonacci,2025-05-12,2025-05-22,low_to_high,,0,2
104784.4425,Fib_0.75_daily,daily,2025-01-27,fibonacci,2025-01-24,2025-01-27,high_to_low,,0,2
104794.0,VP_poc,daily,,volume_profile,,,,2025-06-18,0,2
104800.0,VP_vah,daily,,volume_profile,,,,2025-01-30,0,2
104809.53,HTF_Level_daily,daily,2025-05-11,htf,,,,,0,2
104826.0,VP_vah,daily,,volume_profile,,,,2025-06-24,0,2
104850.0,VP_vah,daily,,volume_profile,,,,2025-06-04,0,2
104870.51,HTF_Level_daily,daily,2025-01-25,htf,,,,,0,2
104886.79,HTF_Level_daily,daily,2025-06-19,htf,,,,,0,2
104900.0,VP_poc,daily,,volume_profile,,,,2025-06-13,0,2
104931.61,Fib_0.50_daily,daily,2025-06-03,fibonacci,2025-05-31,2025-06-03,low_to_high,,0,2
104934.0,VP_vah,daily,,volume_profile,,,,2025-06-07,0,2
104934.30327,Fib_0.639_daily,daily,2025-06-16,fibonacci,2025-06-13,2025-06-16,low_to_high,,0,2
104947.835,Fib_0.50_daily,daily,2025-06-20,fibonacci,2025-06-17,2025-06-20,low_to_high,,0,2
104948.0,VP_poc,daily,,volume_profile,,,,2025-06-14,0,2
104972.38,Fib_0.25_daily,daily,2025-05-22,fibonacci,2025-04-20,2025-05-22,low_to_high,,0,2
104973.0,VP_val,daily,,volume_profile,,,,2025-01-25,0,2
104976.0,VP_val,daily,,volume_profile,,,,2025-05-13,0,2
104979.0,VP_poc,daily,,volume_profile,,,,2025-01-26,0,2
104980.9125,Fib_0.25_daily,daily,2025-05-31,fibonacci,2025-05-27,2025-05-31,high_to_low,,0,2
104998.75,Fib_0.75_daily,daily,2025-02-03,fibonacci,2025-01-20,2025-02-03,high_to_low,,0,2
105024.0,VP_val,daily,,volume_profile,,,,2025-06-01,0,2
105030.0,VP_poc,daily,,volume_profile,,,,2025-01-19,0,2
105030.0,VP_val,daily,,volume_profile,,,,2025-06-19,0,2
105070.77082,Fib_0.639_daily,daily,2025-06-22,fibonacci,2025-06-16,2025-06-22,high_to_low,,0,2
105090.0,Fib_0.50_daily,daily,2025-06-22,fibonacci,2025-05-22,2025-06-22,high_to_low,,0,2
105097.0,VP_vah,daily,,volume_profile,,,,2025-06-15,0,2
105116.0,VP_vah,daily,,volume_profile,,,,2025-06-03,0,2
105138.0,VP_val,daily,,volume_profile,,,,2025-06-18,0,2
105163.0,VP_poc,daily,,volume_profile,,,,2025-01-30,0,2
105164.0,VP_val,daily,,volume_profile,,,,2025-06-20,0,2
105189.0675,Fib_0.75_daily,daily,2025-06-05,fibonacci,2025-06-03,2025-06-05,high_to_low,,0,2
